wss.1004f30be305f33d28a1548e344f0e2e	111.97104\,84.16881\,0.0
wss.6add1edc6d62c88af47ef2861d8bd548	116.5289\,132.83638\,17.539055
wss.6ae0549d62815cc7bb84c2f42293db2d	102.21382\,206.88399\,57.00897
wss.6aea82fafcf17f7f2e4235a2d12e58a2	556.05676\,230.00005\,1583.1006
wss.6aec84952a5ffcf33f60d03e1cb068dc	22.99475\,25.069056\,16.337498
wss.6aecfe1726076f294212ff51b27f0221	115.41988\,3.080004\,115.41988
wss.6aedeceedd68c20326373299cfdd658	3.4431458\,4.806055\,19.224197
wss.6af347c8e74b5b715d878ba9ec3c0d6a	40.50128\,56.42273\,40.501755
wss.6b061bc32ba9ec00c69bc83e7b3e99b4	81.23657\,127.8551\,2.620285
wss.6b0664c9fb1a4fd1fcb8d8c6d4df8143	49.815094\,79.84608\,49.90381
wss.6b0a09fda777eef2a0398757e5dcd13c	169.5033\,45.83622\,114.50171
wss.6b1ee4af99d2fc0d8e35db9103756ad5	56.645123\,83.36568\,56.645084
wss.6b26201fa4296a0b9474811b37b03080	389.4363\,377.36508\,775.00104
wss.6b27bcce21ec8890b6572d78be2f91d8	13.700745\,16.599993\,5.4000244
wss.6b28111e92f88fd535d937bce0851eef	9.105632\,102.576035\,58.974514
wss.6b2abd4ccbb7f5dcadd8237660e86ec1	615.9501\,377.39957\,307.02252
wss.6b34daf53bae84fef1783a44a88d6274	76.2\,132.39749\,121.92
wss.6b3962b274eff217855c835f93769fb8	149.88742\,87.01515\,61.56925
wss.6b3b1d804255188993680c5a9a367b4a	226.04774\,37.12009\,89.72781
wss.6b42816b1e70429f61bcdcc7d95ea51c	25.65503\,70.08243\,47.483215
wss.6b4ff3524ee720c59474a82fd207cb	111.10053\,79.99247\,61.32734
wss.6b5022bb6bd021257b9c6deef486a7d8	81.863235\,73.90286\,4.2756596
wss.6b5ca84ee96cc99b72b0c56f758d6baf	55.192623\,16.714872\,55.192608
wss.6b64af50e21c0006f91663a74ccd2338	69.86606\,91.489044\,66.76714
wss.6b70334926f7dac3f91663a74ccd2338	82.10883\,114.5843\,78.34241
wss.6b71913851ad95fd15a99c418688aee5	134.56691\,130.84846\,3.5165176
wss.6b810dbc89542fd8a531220b48579115	8.226287\,32.278286\,8.226267
wss.6b8790947a71e9a9bc5996932c1238cd	42.09533\,55.514984\,42.09533
wss.6ba37e356377db12d2d2896f4b277fc	45.10118\,45.08538\,7.340371
wss.6ba517b2c53da9c28ab1723356a251aa	90.33769\,144.10495\,93.60291
wss.6ba5e209ef4227f672b92bd86ed3f51f	32.849846\,145.07082\,2.4619258e-13
wss.6bb824f2586bb2f8f11c3739edd52fa3	166.71878\,140.66898\,237.05327
wss.6bbb7abe06ab037784d5f12fa5114b4e	186.3311\,111.759995\,76.5175
wss.6bbf1c6ce916aa9586d06929bacb135d	62244.42\,119305.31\,47604.98
wss.6bc511621e769557af3474680366d25	20.37371\,1.0263907\,17.548458
wss.6bc665902fe7b3bfdc750da425e25870	618.36554\,719.9554\,177.78094
wss.6bcabd23a81dd790e386ecf78eadd61c	83.28426\,113.61978\,78.605995
wss.6bd222bc0cf71962106014496c13fccf	103.308914\,210.24826\,182.87999
wss.6bd2fe57f964005e1900df0c40b16bf3	20.95996\,32.903954\,15.47493
wss.6bd7475753c3d1d62764cfba57a5de73	234.53479\,46.39629\,59.356728
wss.6be6173e7eea5888a616caf97d73fa02	61.471172\,110.71998\,78.98668
wss.6bec4d34769d9af32b23f814327082fc	9.537111\,23.389652\,2.0383406
wss.6bed8d24f785a2b2998c00d102bcb284	16.1056\,23.317436\,0.5203161
wss.6bef36ab570225cae7d74840e6097218	3048.0103\,1615.44\,2381.939
wss.6bf0f5e06cb748bb9671c58246946ed6	142.87648\,121.3569\,42.158623
wss.6bf1559769018cbb354b166143712fb3	20.351942\,21.417303\,12.603552
wss.6bfab0faaa2d13f6c42108af4a13a129	100.000046\,100.000046\,34.99993
wss.6bfb122ded9082de7ff6ace05b36a5	110.73529\,50.975384\,110.73529
wss.6bfcacdff00d57c633774da3deff863	14.275529\,12.742603\,8.948369
wss.6bfe4dac77d317de1181122615f0a10	203.1573\,63.507053\,124.00125
wss.6c0328a1ea9c039cad8a06dbee1d115	8158.7134\,10.217165\,4462.2246
wss.6c0ca6435ebdfa2c31780fdd33037c9d	95.16168\,55.610634\,3.790871
wss.6c0d616985c85aef2b3e9b6eb52d35df	20.641254\,102.43133\,20.641258
wss.6c13bfaf4bdee0f9bd74098eb07a2294	68.337326\,28.27145\,1.776774
wss.6c19af16f46fa4699b2dd2b9747d7d2e	57.792908\,153.57399\,63.611748
wss.6c25885d32fcf34955b2aedb5bd199c6	160.0799\,123.460266\,102.45915
wss.6c285d8de9b8574184faf92f4387c058	36.956577\,27.49477\,19.200237
wss.6c2bb8a74adf58305a340b65638f743c	91.17817\,79.728714\,65.40742
wss.6c39b3fc7258fa218749901456352d5	88.47067\,123.807175\,88.47278
wss.6c3bf99a9534c75314513156cf2b8d0d	40.270157\,21.20028\,40.27029
wss.6c3cee36477c444e2e64cef1881421b	193.93169\,108.75784\,106.040535
wss.6c3ec20f2d8d594d81c2ab4e5f52eac0	76.97513\,125.65042\,2.1895847
wss.6c3ed51f8ad0b3203f175c5b5510099b	70.17275\,171.05371\,59.22153
wss.6c3efd524ccedc67183e955b2658ec0c	45.233994\,156.48175\,2.685772
wss.6c3fd211ccf0789c2846fa729d90e125	129.3692\,69.67461\,72.07654
wss.6c40d1c7545b90156fdcce1338b0e04	121.35441\,132.7638\,25.066145
wss.6c43f7ea2c79bfdcc66e88e7ffc39f1a	25.774439\,45.037388\,28.148708
wss.6c46312d5a6b81a59e4965f0106e00d9	187.80597\,68.16308\,81.03303
wss.6c467f08afa8c50e8ff650f628611182	31.340797\,43.26154\,8.788938
wss.6c478f3b08323fef8f257ecba9a6ef8	17.075823\,9.1855545\,11.942062
wss.6c49b516b04e89a15817e30de1dabac4	52.83988\,75.725784\,35.125072
wss.6c4b3c875758ceaebb6caad47eee6580	208.28\,177.8\,122.46775
wss.6c4e0987896fc5df30c7f4adc2c33ad6	215.35315\,74.38604\,93.65951
wss.6c4eece6ed9f26f1a1741c84cc821e55	187.3572\,126.366165\,98.104904
wss.6c56f6063ceb2ba4de1b0b03ca051f02	74.144165\,59.30868\,27.29858
wss.6c5ed7f73f2dfeb998a4820926b2a786	152.65439\,49.79268\,84.8441
wss.6c6b1951516a304572b92bd86ed3f51f	49.056545\,157.48\,2.4745207e-14
wss.6c6c03b8cbc66f5251532ffeeb360da1	39.124786\,79.94496\,38.59952
wss.6c74057deedca6d8116398433d670449	21.024822\,68.460655\,11.33206
wss.6c7f0648491b63b31c531d7223b44778	1059.3298\,274.32\,316.7573
wss.6c7fc79a5028bd769caad6e0fbf3962c	13.051353\,23.04607\,2.5714564
wss.6c8707d2fd87946937e5d0c5b4892f98	134.5427\,138.7469\,386.27014
wss.6c87995d8f4a9db2a12b86efa90a53a4	153.01492\,82.31435\,153.01492
wss.6c99de3fb336618a98d5fc0473d00a1c	85.3909\,147.0374\,49.03763
wss.6c9e2633c297e86f80fa98b5eeb7036c	69.56861\,76.79836\,69.589615
wss.6ca2149ac6d3699130612f5c0ef21eb8	15.009951\,33.748608\,8.562603
wss.6ca338e1c190fd02ccefb0f4e6d97b08	51.765396\,117.711975\,49.56275
wss.6ca658d475b3eeed4f793e10f2f2abc2	731.16437\,668.0835\,731.16437
wss.6ca77b19e3f52c5031c1d3ccd72d7161	14.89156\,11.16661\,13.235224
wss.6caa1713e795c8a2f0478431b5ad57db	175.94044\,66.444115\,79.19214
wss.6cb3d99b20e7fbb5b04cb542e2c50eb4	69.71048\,122.23353\,78.895035
wss.6cb6373befd7e1a7aa918b099faddaba	77.17854\,90.58455\,89.11865
wss.6cb9ba94a63ff60888bf39e10d433fc8	46.144077\,6.9216113\,23.072073
wss.6cc65de3b510406ba0c5548d84070f68	74.03703\,105.17898\,74.566124
wss.6cc7b1dbaebcfdab5208aab875b932bc	37.381916\,63.820374\,34.00204
wss.6cd9f0f548979d5160ddc468fe733ed1	19.696001\,70.03064\,19.696
wss.6ce24ebb6ec23e069020fd2d8343a78b	5.08\,29.845\,29.21
wss.6cf01993b6d7107f43638dabe1eb5336	126.11219\,98.08726\,55.61197
wss.6cfd8bf7950369dce56880769ad5f3d8	530.9715\,97.155\,316.86475
wss.6cfe8fd7ccf9134260cd62660d6a2c7d	39.49359\,77.81862\,50.47408
wss.6d042a4eb8ca7745e16974ffd95b0c65	194.51698\,244.23419\,95.91116
wss.6d06fa447f6b47e038eea29a5f71c854	39.370106\,17.542788\,49.529938
wss.6d09606aeb54b55659a44e6453790000	1328.2981\,278.9047\,267.17496
wss.6d0cd48b18471a8bf1444eeb21e761c6	221.7508\,71.09639\,79.36336
wss.6d12c792767c7d46bf3c901830f323db	38.60379\,13.695511\,22.15274
wss.6d12de155ea37ea8c37837f2575f34ab	22.433456\,29.031593\,4.3987155
wss.6d197d8ae269ee0e98344b392b6d77d8	41.62551\,165.82997\,41.625397
wss.6d1b5b270329e5c4ffbefac2b6ae3d95	17.77314\,7.706707\,17.773212
wss.6d21c75bbe308322513c73fd461b230a	47.31945\,44.908367\,47.31945
wss.6d24eaf8aa3c362fdb6f3ca49e992ad8	90.539276\,42.74408\,46.241325
wss.6d27db966557ea60ef40aa033482abea	240.66014\,158.40683\,98.3486
wss.6d282422f951d691e2db93321c9b2166	26.291336\,13.323998\,11.538908
wss.6d2aa25f38f72502912e1d4723a7921b	44.03713\,121.76905\,98.20093
wss.6d2cbb0aa8651a49d92030ed1784002f	14.327227\,19.21776\,53.4861
wss.6d2f8c13005c05abedf0adca85d84acc	64.288666\,64.288345\,8.898115
wss.6d311facc6387a7fcd1233d74066ed8	179.37898\,79.136955\,89.68966
wss.6d3bfd984d7f3105b96aa5dc23c036c	143.02861\,110.51672\,156.76059
wss.6d3c70dd32fa9abb8b27e2ba09c439b9	998.0295\,434.74133\,1011.2832
wss.6d3db662616146a63367d86624cc481b	22.930002\,59.90996\,25.049988
wss.6d4ee0be5746095d7c088bd2a4124c69	67.3161\,111.25397\,196.99986
wss.6d5cf2fa099dab738f60c56accc0869a	156.15086\,1.673045\,234.2264
wss.6d5fce8f0e0f97c0b123e15f13846450	11.346471\,32.88792\,13.626027
wss.6d619704ac0bed9827eb00c151c6f711	59.97453\,127.96027\,77.25121
wss.6d6242ac9d864c3837da2b1771fc284	469.35263\,154.1145\,432.89218
wss.6d67f92d6e11f29e5792b99b8245d225	131.74936\,52.69986\,67.12345
wss.6d680415396d14d4d7c5502d4a22edf5	13.791627\,33.05191\,13.791627
wss.6d692e728f8f2a39cec31cf0a48f0eaf	3.81\,6.195885\,1.27
wss.6d6d11fc1f7e4fb76f316511e43538a	28.998856\,1.1951754\,29.131197
wss.6d6e634ff34bd350c511e6b9b3b344f3	86.08723\,102.86046\,89.72646
wss.6d6f9812288c8a43ddc020875fb2e32d	26.273392\,17.128012\,10.260423
wss.6d722d478641cc226764a784715fb668	41.734154\,130.64998\,41.7034
wss.6d76b1468e8b4327f4353cc2724eb96d	195.5861\,209.69893\,84.36331
wss.6d803f96947c2d61eb16c881e850f88	106.90204\,90.33793\,5.733658
wss.6d885cacb413c6f7bc1541023ac243e3	56.371395\,97.697426\,142.01741
wss.6d8a8628eeb8ae92de6fb7d70c413eb	81.666756\,36.284523\,52.553497
wss.6d8b19cc20da276f75b791738ce5d1e	146.93262\,41.774784\,165.73502
wss.6d98a1730b450e3ca468d139e5d256d2	43.2975\,87.18474\,91.665886
wss.6d99e336203f996daa69dfdc5532bb13	55.81633\,61.177612\,138.4424
wss.6d99ef5610efa11d5b7d8e48ecc58356	151.09961\,151.45665\,151.09964
wss.6d9b13361790d04d457ba044c28858b1	113.4717\,149.48509\,60.45527
wss.6d9ce2d2daa83c42a040017ce3ee24b7	124.09019\,88.0085\,76.363235
wss.6da4855b1a5a4051d55a3258262c9e01	50.98927\,161.32385\,48.428787
wss.6da67be7e83afd3be3b927dfeefbac4e	47.93448\,26.077782\,33.530884
wss.6da737a8cd2144f63b5480c483585b14	124.998535\,329.99948\,122.50012
wss.6da7fa9722b2a12d195232a03d04563a	10.565269\,32.507023\,10.565269
wss.6dab3e32b5cb52f1d67173c00f9e1676	78.93142\,57.805767\,13.726299
wss.6db3229c0f25280f5b041a060e851dfc	29.70404\,38.6571\,36.195
wss.6db9d631ff966a5b6e839cadad6117f7	1.3404808\,2.0017903\,20.096867
wss.6dbe032aa46365edfc03ca095a3459d6	108.03973\,178.26268\,50.373943
wss.6dc1cc10c1090df9426be911bc51c49	109.98151\,84.59025\,4.2075458
wss.6dcbc7efc9369de386a5dcc6ebde687f	42.902245\,54.35536\,42.902134
wss.6dd4bc385e973da4044967c19cf99	5.195239\,5.756349\,5.5168567
wss.6dd68d91dd695ffb9450488022821c6d	68.96577\,44.361416\,70.40443
wss.6ddd342b43935620e43f40ae23b6b0db	31.351658\,55.268524\,30.555893
wss.6ddfe16ee22d7a3fce41b639931f9ca1	32.96998\,13.063576\,22.407143
wss.6de307ddb4317eae1c816f27d2a33b03	3.5760956\,3.5760875\,21.456512
wss.6de63a5f1874884324f58288a11555cb	10.290564\,17.184462\,2.9859753
wss.6de6c3fb1e5a7d15fa2037e5e59ff423	73.05609\,92.68979\,182.1347
wss.6dec01bb2873a28f2e8136af99c4a04a	869.9297\,1126.6752\,872.109
wss.6dfcf92a386c29f95bb2f0ee36919c0a	81.45824\,28.437586\,80.00011
wss.6e0036ac8c75b63dc6b7f2129135b672	30.916807\,67.47589\,30.916807
wss.6e020b91bce0c135e1a3025c8c8d6f79	36.666946\,11.224819\,31.22549
wss.6e0fcdf341f19951d28b52ade6c7e48	50.132385\,161.0593\,50.132347
wss.6e12481d3158dd4e8f8c11a24c52ebb	80.749054\,115.63909\,78.31696
wss.6e13d5d26a0c53e13a66b6fe2c876ded	109.4343\,39.482765\,92.720726
wss.6e1ab8ba32567f003f7e27638e63d848	117.85492\,74.9596\,10.636688
wss.6e1ced7944dccc11a37f3fc191551700	32.98444\,33.092136\,13.334314
wss.6e2c31e3337f70b733b83271594612d0	48.738564\,107.87313\,48.738564
wss.6e2ea4b30ddd3186306aede075ce16ab	24.426266\,32.208977\,56.479187
wss.6e44adec0854dfaa93fb5c975e8de2b7	10.503812\,16.068874\,10.503799
wss.6e46cdd2f97cd28ad98bf80379cd1d6	43.04247\,54.068565\,43.04247
wss.6e4f7ed9766b06c1bccabd8142287502	150.86829\,134.61998\,104.95807
wss.6e51501eee677f7f73b3b0e3e8724599	172.53381\,122.85707\,7.2099915
wss.6e5293cc109eb6a3a06399e706688398	38.462708\,39.792145\,38.011124
wss.6e5850dc3b3a3647340836aae6f257b6	109.87456\,8.5725\,61.2775
wss.6e6443ee6c59ee4f847d4e46a1f9f05	64.8033\,96.64293\,64.55786
wss.6e65d11a3d4315621a9965f709e7e550	382.00073\,299.60062\,40.50992
wss.6e672b3b001660ebc2128c7546a054b9	1249.1324\,255.52907\,1258.803
wss.6e6801ca4a03a1adc672720c52b0e374	114.47042\,158.4975\,58.996292
wss.6e6d7c2ffadc2fad2fffec7af390883	10.258682\,24.391563\,2.8084226
wss.6e70f6f4e6906fabedf3a0621ad7f752	26.405838\,3.8100004\,19.322033
wss.6e76a333d9fc9a2972e15b580d9a5b3	168.72484\,21.060867\,40.94175
wss.6e8faa670023eca66b3e7713f8f94dd8	1.7999989\,2.4499998\,1.799999
wss.6e92bdda1bca7b72f9a4f3015fbf70	51.66571\,100.974365\,63.121723
wss.6e960c704961590e7e0d7ca07704f74f	219.92499\,78.858154\,78.08228
wss.6ea6619c257dd91fd683d00bbd2459ab	114.6727\,95.81083\,25.4
wss.6ea87d3f4498448b3571657dafc7119	18.951881\,27.480225\,19.702393
wss.6ebfa5329b0d1439d4ea3f4c41b1b9bb	64.97011\,96.65657\,64.36448
wss.6ec0ed3fc05dc7b7ad5067eac75a07f7	136.65785\,39.740177\,37.752064
wss.6ec5528fb04c5b8e9a9bf2cd62bd4fba	18.999037\,2.4873478\,9.437254
wss.6ecb916bc6afcdcb864415e0ea65c7	45.54224\,1.4928191\,26.622597
wss.6ed99b140108856ed6f64cc59c2eb3d7	16.529774\,129.74922\,112.30094
wss.6eee2279c193892a8c80080da8fd52c9	82.74016\,66.31802\,77.33106
wss.6f04104e178fb858f7628281ecb18112	84.444214\,126.55848\,92.74454
wss.6f0e47cf44dbcaabb60886b233d6cbd8	33.529526\,100.570786\,81.58683
wss.6f0e9284aecaf20ef27eab59ed9c2c61	58.405205\,119.67047\,91.06164
wss.6f0f6571f173bd90f9883d2fd957d60f	211.12039\,87.70055\,91.77734
wss.6f113f2baf10463635836c728d324152	94.12695\,117.355606\,77.363434
wss.6f14cba33c58664eccaa71a506b07337	19.947702\,2.4250658\,2.425068
wss.6f14f17167243fac5427e47767269c4b	1236.4034\,488.86615\,125.72998
wss.6f15389d26f166488976b8df93909268	17.735344\,27.188162\,6.260581
wss.6f19a11f7643fbe63c8caf79899ad5cd	17.779999\,0.635\,17.779999
wss.6f1c8a6b5d684a98e3d888a4f2b9ef73	86.39793\,52.607952\,43.937668
wss.6f1eb86e7e5c5dfdeeb8629a38fdd4b4	30.303787\,22.919632\,17.48259
wss.6f2c815565cfdb97a1c637e821f12a67	21.674088\,32.26627\,21.674088
wss.6f2ffe8c014a6a458af30108ea9ccb6c	113.90268\,44.26326\,84.84598
wss.6f303f7836c3b8567e24be8974ffdff	227.19557\,213.29295\,207.8121
wss.6f35b5e8da9ddd99736c54bc750fb0e	183.84866\,544.7567\,15.176176
wss.6f36359d0fb1aa16842c47c8032438a1	96.92946\,50.117756\,47.579025
wss.6f36520144753550f91663a74ccd2338	66.34452\,97.184685\,62.75637
wss.6f3d60e2b7bcab7d6bdcd672c2b17215	121.14778\,128.84688\,15.356594
wss.6f3da555075ec7f9e17e45953c2e0371	125.94385\,124.90091\,5.963135
wss.6f3e3d72ae34a129afb03426f6ef487c	10.387693\,13.135549\,13.824476
wss.6f418cc571d731a293b55327c66a07aa	206.0768\,0.60959995\,205.84085
wss.6f4685cf9556448b658eaa2d2f4e61b2	90.93323\,96.43418\,20.207352
wss.6f4c6a158e950048e05079ecdef37f67	815.18774\,1149.2356\,1456.4711
wss.6f5036645aa28645a2b96515f0a8f928	198.55319\,108.79082\,68.75951
wss.6f530fe373def431a6fd617b2ff5d2d	107.3939\,63.617355\,107.39402
wss.6f5cb68e41ab4356ad5067eac75a07f7	75.86784\,103.53169\,72.174255
wss.6f63bae285167b09a56334a324a87883	23.55394\,7.8012605\,30.880512
wss.6f66b1a489e6a93ac0b9503d0a8f4d24	241.48328\,117.93369\,230.2515
wss.6f67cd916a3cb630853d6ffb3e180267	107.65116\,93.70222\,100.838104
wss.6f6a2ebae6fc62a56b684500e5db87c2	61.339355\,300.38135\,146.62292
wss.6f6ed9e0d29b64e714be24585075d395	30.999939\,82.00009\,7.20501
wss.6f706641675c96abb48d1a35afd3934	39.249985\,72.49998\,46.42569
wss.6f7074fb94c1f777bb1356f47c7f12bb	179.19547\,81.49343\,178.74861
wss.6f790be92e6e44659bd828aa88bf7e51	18.726624\,8.206136\,2.6986542
wss.6f870cd2bf065b913bf35b848d454339	24.758904\,29.471113\,36.045868
wss.6f91bf40e7948b28bec686c068bbcc86	47.773914\,98.87476\,168.61371
wss.6f934db1632e74c9ad347847c4726934	46.44497\,101.50851\,6.079693
wss.6f95c4a222fe84b69de3846f6829ce95	62.18663\,11.651577\,55.81704
wss.6f96857e279a38793525b6164e3f382b	19.281984\,5.838415\,24.572575
wss.6f97a8c3a5f076665d73afbd7c310e93	27.163946\,29.677494\,27.163982
wss.6fa56c1f3be9f9874e00570de4a580dc	133.3306\,149.34904\,40.290585
wss.6fa63f7d098b3c6228a1548e344f0e2e	111.05087\,83.2881\,0.0
wss.6fa71ae77dd291c15b17c2a5cd4d64a1	20.188013\,1.1063308\,1.1063309
wss.6faabc828e25c2c9a5d69272402ec10d	186.54044\,75.13434\,77.72518
wss.6fb3e68b114f8c237525755bcbbbf0f	24.362202\,54.306736\,39.32653
wss.6fb856e3e279e31c97556ba76bc2663	3275.317\,852.1301\,3778.0156
wss.6fbab03bda26f1c0e1c0f56f4112a36d	12.429123\,37.103897\,109.92627
wss.6fbb80c3ad257a0bca53a8c40217e117	1.710785\,16.033703\,43.693775
wss.6fc69edce1f6d0d5e7e684d25d4dcaf0	271.9596\,93.21691\,196.09366
wss.6fc6ce57e672f74aae03309dca32a7d7	47.553802\,140.92717\,1.0434232e-13
wss.6fc82eaf56be304e33aa3c623c0c0645	98.428345\,97.69502\,6.0568542
wss.6fd3968f737bcf7e64ac3b2f693d10e5	11.811813\,23.721369\,2.4371943
wss.6fd43425c540e5da9b1375f6b333ec37	72.77441\,45.41141\,58.219448
wss.6fe6ec5fb350e2ac2c0674bd60b993e6	33.815487\,35.719593\,8.431905
wss.6fe99039481ce154c13f6e8e2f6bde6	177.95471\,109.73874\,87.4944
wss.6fece2ed18efe00e35836c728d324152	85.199974\,45.099983\,45.699936
wss.6fed03a42d6f90e384565e3f47c555a6	28.375563\,8.680178\,28.38109
wss.6ff315614cde9b42e58e58ea74bf6c0a	12.445305\,6.479806\,19.887384
wss.6ffb0636180aa5d78570a59d0416a26d	18.331692\,106.50673\,23.569319
wss.6ffd99ac6044dfe174d5a6a8a8e5a2e	108.27534\,73.67905\,44.390987
wss.700562e70c89e9d36bd9ce012b65eebe	219.35068\,78.12808\,80.39788
wss.7006a4c8d2d0e67568b812c3fd1c09f9	1051.7136\,1061.6738\,4048.4705
wss.700c48efb517a0643f0724467babde0b	85.673775\,66.371185\,20.433586
wss.701617f593e5d8bd8e9d341bc3648f0d	55.05497\,97.09652\,44.09203
wss.701cb938a050ced01071d664364e92d8	21.061298\,37.662518\,21.061298
wss.701e0d48f0905443b44675d9c90fdca2	152.31453\,178.75198\,185.05429
wss.701ed358aa4197606a4b41a1b2950945	73.7123\,64.17478\,51.096325
wss.702314ec15e6ad7b3f7e27638e63d848	58.684227\,90.669945\,77.75489
wss.702877dacd71ff6de84d98087fee548	145.05994\,93.72662\,145.16357
wss.7030fe0e41bc768dc100af6725b49451	20.500011\,11.122355\,6.5408754
wss.70367e4fd1ad753427eb00c151c6f711	40.187153\,90.01534\,40.060463
wss.703b204d27cbc2f05ddd9e7a5108ad76	37.34799\,35.32148\,21.34173
wss.703b223f0eed433df7386af29f199cb	102.24156\,142.00217\,117.95953
wss.703e38a89d356154745817fe0338018e	197.11925\,215.93962\,197.11925
wss.704645aab47a7523eeffd0b15e05669b	14.087864\,5.297978\,27.986008
wss.705824eed1eb58f0ee106795de609335	44.48319\,57.91619\,44.48319
wss.705fb2b5cb4d5c012a40bb58e14b2f89	39.99992\,131.20242\,19.019995
wss.7062565a7de48ab022397ecf72f1a97b	132.07999\,17.145\,62.23
wss.706442638ac60b443123538fc4d9e5b5	108.87714\,80.00009\,68.80176
wss.70652459696b25037e0f056bfb925424	47.09099\,54.077297\,78.165375
wss.707246e05d42091fc623f57334967f5e	5.2926874\,9.531896\,24.782154
wss.70726c93705d15e2bd10d1d8402800d3	29.124325\,5.838215\,29.124325
wss.7077395b60bf4aeb3cb44973ec1ffcf8	10.932617\,16.724417\,11.042084
wss.7092a1f707ae9510617c6d13b4119c54	67.74713\,107.94289\,286.51245
wss.70940ac5009aff4611709cf2c82cb975	22.279339\,4.5584064\,11.475687
wss.709511029d5df8f0edf56034a4a83dcb	137.40251\,55.345375\,69.59673
wss.709a5038988a70f58e6803fc947043b9	70.24429\,87.7073\,71.31132
wss.70a6ca0f09664fb8a2c7c5886f4bbc93	4.7279663\,7.6543407\,0.7848511
wss.70ae6bb974d4bfbbbd4f838682e34d2a	69.84733\,61.030056\,48.258923
wss.70b258b7d885622a2106d1494afdbaf9	782.3192\,315.80075\,336.27084
wss.70c5c777de2572f5a369eec0d478ecd3	123.32832\,289.80316\,128.08202
wss.70c7e00ae9ad2895650fab339c10ffb5	161.73752\,34.369328\,40.434483
wss.70cc46a884cf789f628f247ecfd63bab	67.6781\,13.173704\,22.664207
wss.70cfc22ffe0e9835fc3223d52c1f21a9	152.87712\,49.304165\,49.30404
wss.70d4eae74d37ac7dfbbdf8c1d08829c	112.46703\,85.912285\,74.782745
wss.70ec0057296180487e1dc03b595bd36c	43.37412\,83.352\,49.118366
wss.70f060e21bbead0ee407c03baf6bfbc4	13.716827\,37.26053\,13.716904
wss.70f408c759664b953f99a25d2bc1902	123.519424\,74.62632\,77.19964
wss.710467261256490ce1bed90743417b0c	76.49988\,13.969822\,20.684996
wss.710a0a005ba7b0cd6a6b5838ef6b356	82.74282\,124.14456\,104.2788
wss.710bc6c5434612d6b1ce1e5dfb273bde	39.373234\,15.238841\,47.705772
wss.710d1956e3cbcd8e9f691c76e6f0f71d	13.539045\,2.519677\,5.3532333
wss.7118953c0ef40d01e6ef6db272d5f06	23.426605\,15.866599\,35.39734
wss.7121296a75c725aee8f8c11a24c52ebb	80.74585\,115.63832\,78.31665
wss.7130904ff72af6641f483982a10beaee	20.790642\,59.064247\,11.238838
wss.7134e227c856685d50f3a2fc91e9b3c5	11.352892\,27.067738\,10.117147
wss.713ee93bd5bc7bf8c8d5b0abb7bd40c	55.590527\,55.788025\,59.64554
wss.714320da4aafcb4a47be2353d2b2403b	9.65748\,31.957066\,9.65747
wss.7148d6244fc37bf448bab0b6922ecd89	30.604458\,87.042946\,65.079025
wss.71516ab131e80269a294ffdcf0d186b	336.74435\,136.9621\,483.14362
wss.7154494a6bb790eb52e2d18963a75b4d	100.000046\,53.99989\,100.000046
wss.7154878591871f617252c133a7e17d94	44.69153\,164.22548\,44.69184
wss.7154a06a86fedcac488887a53f46a53	55.143196\,3.5413415\,4.085004
wss.715530026c6459873e8366d7fa2c218f	61.27586\,90.52695\,70.02617
wss.71579e02d0b80bcfccebba9929a10b5e	213.96234\,53.201595\,109.872696
wss.716112390164d522560e02aac23ae0e1	167.99994\,74.00011\,95.08998
wss.71615211fcfbcb5294c51d79c7637c2d	18209.896\,2294.255\,8759.18
wss.7165ea7466f5672b4f56a67e94c9dbe4	43.815\,19.20405\,40.005
wss.716747bff35200a80360680c1602c7d	310.66003\,324.50885\,268.1681
wss.7170910538470c80738e43095496b061	113.82238\,94.35322\,70.20641
wss.7172ca540a774bfce3f7a74e12a274ef	97.137245\,75.30955\,97.137344
wss.717a63576b3cb603d1b64a13db7139d3	91.443054\,60.992077\,8.989369
wss.717fae0293d3e3226df9c099f137bced	54.848293\,265.38574\,55.41963
wss.718679874bec63183c9bc0d98cd0376e	130.22404\,81.73637\,56.107162
wss.718a3c273f8d3613d6a6b5838ef6b356	133.62027\,89.43947\,50.64629
wss.718ebcda915e18c4346ed9821e11e90	50.023838\,34.60589\,46.179665
wss.718fec276812bb45322ed2ef5fc90e25	128.80463\,166.37265\,96.60347
wss.719247f55d610618ebddcb9d9a6a8f8f	132.14912\,58.603455\,76.73736
wss.719439f45bc9de7dadbcc9ee28cee4cb	91.24698\,102.541756\,91.24698
wss.71995893d717598c9de7b195ccfa970	17.2467\,13.189522\,12.409767
wss.719f21d71ec53759e4e46e7bb593e0e4	115.317116\,113.0471\,50.394432
wss.71a0d21c70eb712b73d51c4b6fb27996	46.08798\,56.342278\,50.236282
wss.71abc627cfd54f436d6e7bc5c1025774	56.51578\,71.94157\,51.772064
wss.71ae0db4b6f29376f48b9fefd9341bfa	11.260048\,4.207664\,11.260048
wss.71b28e4dab2b20b11e652fa812161367	5.1045947\,27.322454\,2.5246549
wss.71b2adcc2261ba7caadb7997f5aa04c9	14.383235\,24.36095\,1.7413117
wss.71b73b2ccd8db9493f879d7624c97c13	27.87051\,59.32033\,48.273018
